US,city_id,type,category,cause,deaths,pop,prop0,prop15,prop40,prop65
1,474,Small Groups,Cancer,Larynx cancer,Suppressed,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,Leukaemia,39,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,Liver cancer,33,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,"Lymphomas, multiple myeloma",50,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,Melanoma and other skin cancers,20,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,Mouth and oropharynx cancers,10,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,Oesophagus cancer,24,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,Other Cancer,127,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,Ovary cancer,18,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,Pancreas cancer,54,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,Prostate cancer,38,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,Stomach cancer,11,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Cancer,"Trachea, bronchus, lung cancers",225,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,CMNN,Infectious Diseases,101,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,CMNN,Maternal Conditions,Suppressed,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,CMNN,Nutritional Conditions,11,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,CMNN,Perinatal Conditions,20,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,CMNN,Respiratory Infections,82,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,CMNN,STDs and HIV/AIDS,10,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,CMNN,Tuberculosis,Suppressed,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Injuries,Other unintentional injuries,111,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Injuries,Road traffic accidents,41,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Injuries,Suicide,67,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,Injuries,Violence,16,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,NCDs,Cardiovascular diseases,1303,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,NCDs,Cirrhosis of the liver,47,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,NCDs,Congenital anomalies,12,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,191,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,NCDs,Digestive Diseases,99,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,NCDs,Genitourinary diseases,112,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,NCDs,Neuropsychiatric disorders,430,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,NCDs,Other NCD,26,414597,0.188,0.315,0.338,0.159
1,474,Small Groups,NCDs,Respiratory diseases,303,414597,0.188,0.315,0.338,0.159
1,475,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,6425,647130,0.187,0.335,0.328,0.15
1,475,Large Groups,Cancer,Cancer,1468,647130,0.187,0.335,0.328,0.15
1,475,Large Groups,CMNN,CMNN,250,647130,0.187,0.335,0.328,0.15
1,475,Large Groups,Injuries,Homicides,38,647130,0.187,0.335,0.328,0.15
1,475,Large Groups,Injuries,Non-violent injuries,262,647130,0.187,0.335,0.328,0.15
1,475,Large Groups,Injuries,Suicides,86,647130,0.187,0.335,0.328,0.15
1,475,Large Groups,NCDs,NCDs,4321,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Bladder cancer,37,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Brain and nervous system cancers,40,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Breast cancer,90,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Cervix uteri cancer,10,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Colon and rectum cancers,151,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Corpus uteri cancer,23,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Kidney and ureter cancer,36,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Larynx cancer,Suppressed,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Leukaemia,61,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Liver cancer,54,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,"Lymphomas, multiple myeloma",84,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Melanoma and other skin cancers,30,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Mouth and oropharynx cancers,26,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Oesophagus cancer,47,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Other Cancer,167,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Ovary cancer,32,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Pancreas cancer,100,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Prostate cancer,62,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,Stomach cancer,21,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Cancer,"Trachea, bronchus, lung cancers",383,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,CMNN,Infectious Diseases,110,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,CMNN,Maternal Conditions,Suppressed,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,CMNN,Nutritional Conditions,12,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,CMNN,Perinatal Conditions,30,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,CMNN,Respiratory Infections,88,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,CMNN,Tuberculosis,Suppressed,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Injuries,Other unintentional injuries,186,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Injuries,Road traffic accidents,76,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Injuries,Suicide,86,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,Injuries,Violence,38,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,NCDs,Cardiovascular diseases,2172,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,NCDs,Cirrhosis of the liver,83,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,NCDs,Congenital anomalies,24,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,281,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,NCDs,Digestive Diseases,140,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,NCDs,Genitourinary diseases,146,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,NCDs,Neuropsychiatric disorders,878,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,NCDs,Other NCD,45,647130,0.187,0.335,0.328,0.15
1,475,Small Groups,NCDs,Respiratory diseases,552,647130,0.187,0.335,0.328,0.15
0,476,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,1153,206637,0.252,0.416,0.253,0.079
0,476,Large Groups,Cancer,Cancer,260,206637,0.252,0.416,0.253,0.079
0,476,Large Groups,CMNN,CMNN,216,206637,0.252,0.416,0.253,0.079
0,476,Large Groups,Injuries,Homicides,26,206637,0.252,0.416,0.253,0.079
0,476,Large Groups,Injuries,Non-violent injuries,46,206637,0.252,0.416,0.253,0.079
0,476,Large Groups,Injuries,Suicides,19,206637,0.252,0.416,0.253,0.079
0,476,Large Groups,NCDs,NCDs,587,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Bladder cancer,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Breast cancer,19,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Cervix uteri cancer,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Colon and rectum cancers,30,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Corpus uteri cancer,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Larynx cancer,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Leukaemia,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Liver cancer,10,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,"Lymphomas, multiple myeloma",11,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Oesophagus cancer,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Other Cancer,30,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Ovary cancer,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Pancreas cancer,14,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Prostate cancer,15,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,Stomach cancer,17,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Cancer,"Trachea, bronchus, lung cancers",43,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,CMNN,Infectious Diseases,19,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,CMNN,Maternal Conditions,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,CMNN,Nutritional Conditions,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,CMNN,Perinatal Conditions,24,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,CMNN,Respiratory Infections,158,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,CMNN,Tuberculosis,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Injuries,Other unintentional injuries,25,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Injuries,Road traffic accidents,21,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Injuries,Suicide,19,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,Injuries,Violence,26,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,NCDs,Cardiovascular diseases,284,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,NCDs,Cirrhosis of the liver,21,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,NCDs,Congenital anomalies,13,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,52,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,NCDs,Digestive Diseases,71,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,NCDs,Genitourinary diseases,59,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,NCDs,Neuropsychiatric disorders,20,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,NCDs,Other NCD,Suppressed,206637,0.252,0.416,0.253,0.079
0,476,Small Groups,NCDs,Respiratory diseases,59,206637,0.252,0.416,0.253,0.079
0,477,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,779,111173,0.198,0.402,0.305,0.096
0,477,Large Groups,Cancer,Cancer,156,111173,0.198,0.402,0.305,0.096
0,477,Large Groups,CMNN,CMNN,151,111173,0.198,0.402,0.305,0.096
0,477,Large Groups,Injuries,Homicides,21,111173,0.198,0.402,0.305,0.096
0,477,Large Groups,Injuries,Non-violent injuries,27,111173,0.198,0.402,0.305,0.096
0,477,Large Groups,Injuries,Suicides,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Large Groups,NCDs,NCDs,417,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Bladder cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Breast cancer,12,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Cervix uteri cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Colon and rectum cancers,16,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Corpus uteri cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Larynx cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Leukaemia,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Liver cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,"Lymphomas, multiple myeloma",Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Oesophagus cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Other Cancer,22,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Ovary cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Pancreas cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Prostate cancer,11,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,Stomach cancer,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Cancer,"Trachea, bronchus, lung cancers",23,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,CMNN,Infectious Diseases,38,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,CMNN,Maternal Conditions,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,CMNN,Nutritional Conditions,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,CMNN,Perinatal Conditions,12,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,CMNN,Respiratory Infections,83,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,CMNN,Tuberculosis,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Injuries,Other unintentional injuries,12,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Injuries,Road traffic accidents,16,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Injuries,Suicide,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,Injuries,Violence,21,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,NCDs,Cardiovascular diseases,213,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,NCDs,Cirrhosis of the liver,15,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,NCDs,Congenital anomalies,Suppressed,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,21,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,NCDs,Digestive Diseases,31,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,NCDs,Genitourinary diseases,22,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,NCDs,Neuropsychiatric disorders,38,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,NCDs,Other NCD,11,111173,0.198,0.402,0.305,0.096
0,477,Small Groups,NCDs,Respiratory diseases,62,111173,0.198,0.402,0.305,0.096
0,478,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,14750,2496978,0.232,0.4,0.281,0.087
0,478,Large Groups,Cancer,Cancer,3048,2496978,0.232,0.4,0.281,0.087
0,478,Large Groups,CMNN,CMNN,1421,2496978,0.232,0.4,0.281,0.087
0,478,Large Groups,Injuries,Homicides,1902,2496978,0.232,0.4,0.281,0.087
0,478,Large Groups,Injuries,Non-violent injuries,703,2496978,0.232,0.4,0.281,0.087
0,478,Large Groups,Injuries,Suicides,105,2496978,0.232,0.4,0.281,0.087
0,478,Large Groups,NCDs,NCDs,7571,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Bladder cancer,41,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Brain and nervous system cancers,70,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Breast cancer,248,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Cervix uteri cancer,114,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Colon and rectum cancers,269,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Corpus uteri cancer,33,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Gallbladder and biliary tract cancer,65,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Kidney and ureter cancer,43,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Larynx cancer,29,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Leukaemia,117,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Liver cancer,143,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,"Lymphomas, multiple myeloma",162,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Melanoma and other skin cancers,48,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Mouth and oropharynx cancers,52,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Oesophagus cancer,31,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Other Cancer,545,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Ovary cancer,72,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Pancreas cancer,123,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Prostate cancer,217,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,Stomach cancer,329,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Cancer,"Trachea, bronchus, lung cancers",300,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,CMNN,Infectious Diseases,224,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,CMNN,Maternal Conditions,17,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,CMNN,Nutritional Conditions,125,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,CMNN,Perinatal Conditions,143,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,CMNN,Respiratory Infections,603,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,CMNN,STDs and HIV/AIDS,224,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,CMNN,Tuberculosis,87,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Injuries,Other unintentional injuries,215,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Injuries,Road traffic accidents,487,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Injuries,Suicide,105,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,Injuries,Violence,1902,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,NCDs,Cardiovascular diseases,4176,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,NCDs,Cirrhosis of the liver,194,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,NCDs,Congenital anomalies,117,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,660,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,NCDs,Digestive Diseases,514,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,NCDs,Genitourinary diseases,450,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,NCDs,Neuropsychiatric disorders,304,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,NCDs,Other NCD,244,2496978,0.232,0.4,0.281,0.087
0,478,Small Groups,NCDs,Respiratory diseases,913,2496978,0.232,0.4,0.281,0.087
0,479,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,2503,494747,0.26,0.418,0.257,0.064
0,479,Large Groups,Cancer,Cancer,495,494747,0.26,0.418,0.257,0.064
0,479,Large Groups,CMNN,CMNN,262,494747,0.26,0.418,0.257,0.064
0,479,Large Groups,Injuries,Homicides,151,494747,0.26,0.418,0.257,0.064
0,479,Large Groups,Injuries,Non-violent injuries,164,494747,0.26,0.418,0.257,0.064
0,479,Large Groups,Injuries,Suicides,30,494747,0.26,0.418,0.257,0.064
0,479,Large Groups,NCDs,NCDs,1400,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Bladder cancer,Suppressed,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Brain and nervous system cancers,13,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Breast cancer,31,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Cervix uteri cancer,33,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Colon and rectum cancers,43,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Corpus uteri cancer,Suppressed,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Gallbladder and biliary tract cancer,10,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Larynx cancer,Suppressed,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Leukaemia,24,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Liver cancer,16,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,"Lymphomas, multiple myeloma",25,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Melanoma and other skin cancers,14,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Oesophagus cancer,Suppressed,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Other Cancer,78,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Ovary cancer,13,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Pancreas cancer,17,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Prostate cancer,33,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,Stomach cancer,57,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Cancer,"Trachea, bronchus, lung cancers",51,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,CMNN,Infectious Diseases,41,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,CMNN,Maternal Conditions,Suppressed,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,CMNN,Nutritional Conditions,19,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,CMNN,Perinatal Conditions,49,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,CMNN,Respiratory Infections,74,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,CMNN,STDs and HIV/AIDS,52,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,CMNN,Tuberculosis,23,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Injuries,Other unintentional injuries,55,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Injuries,Road traffic accidents,109,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Injuries,Suicide,30,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,Injuries,Violence,151,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,NCDs,Cardiovascular diseases,758,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,NCDs,Cirrhosis of the liver,30,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,NCDs,Congenital anomalies,36,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,170,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,NCDs,Digestive Diseases,101,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,NCDs,Genitourinary diseases,67,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,NCDs,Neuropsychiatric disorders,40,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,NCDs,Other NCD,36,494747,0.26,0.418,0.257,0.064
0,479,Small Groups,NCDs,Respiratory diseases,162,494747,0.26,0.418,0.257,0.064
1,480,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,3032,371820,0.198,0.37,0.303,0.129
1,480,Large Groups,Cancer,Cancer,679,371820,0.198,0.37,0.303,0.129
1,480,Large Groups,CMNN,CMNN,199,371820,0.198,0.37,0.303,0.129
1,480,Large Groups,Injuries,Homicides,46,371820,0.198,0.37,0.303,0.129
1,480,Large Groups,Injuries,Non-violent injuries,148,371820,0.198,0.37,0.303,0.129
1,480,Large Groups,Injuries,Suicides,55,371820,0.198,0.37,0.303,0.129
1,480,Large Groups,NCDs,NCDs,1905,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Bladder cancer,20,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Brain and nervous system cancers,14,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Breast cancer,48,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Cervix uteri cancer,Suppressed,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Colon and rectum cancers,67,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Corpus uteri cancer,13,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Kidney and ureter cancer,19,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Larynx cancer,Suppressed,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Leukaemia,21,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Liver cancer,33,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,"Lymphomas, multiple myeloma",38,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Melanoma and other skin cancers,15,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Mouth and oropharynx cancers,11,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Oesophagus cancer,15,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Other Cancer,78,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Ovary cancer,13,371820,0.198,0.37,0.303,0.129
1,480,Small Groups,Cancer,Pancreas cancer,49,371820,0.198,0.37,0.303,0.129
